"station_id","network_id","station_full_name","site_lon","site_lat","operational_from","operational_to","permanent_installation","oceanops_ref","wmo_code","wigos_id","EDMO_code","summary","DoA_estimation_method","calibration_type","calibration_link","last_calibration_date","institution_name","institution_website","manufacturer","transmit_central_frequency","number_of_transmit_antennas","number_of_receive_antennas","temporal_resolution","radial_QC_velocity_threshold","radial_QC_variance_threshold","radial_QC_temporal_derivative_threshold","radial_QC_median_filter_RCLim","radial_QC_median_filter_AngLim","radial_QC_median_filter_CurLim","radial_QC_average_radial_bearing_min","radial_QC_average_radial_bearing_max","radial_QC_radial_count_threshold","number_of_range_cells","EU_HFR_processing_flag","connected_to_NRT","connected_to_REP","radial_input_folder_path","radial_HFRnetCDF_folder_path","SDC_distribution_flag","SDC_OpenDAP_data_url","SDC_folder_path"
"MNTK","HFR-US-EastGulfCoast","Montauk","-71.8567","41.071","2007-04-28",NULL,"1",NULL,NULL,NULL,"3833","The data set consists of maps of radial velocity of the sea water surface current collected at Montauk, NY (MNTK) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Rhode Island (URI)","http://www.uri.edu/","Codar","25.6","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"MON","HFR-MATROOS","Monster","4.16917","52.0328","2016-05-25",NULL,"1","6204718","6204718","0-22000-0-6204718","1603","The data set consists of maps of radial velocity of the sea water surface current collected at Monster (MON) site in front of Rotterdam harbour. Data are averaged over a time interval of 15 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","internal","rinus.schroevers@rws.nl","2016-05-25","RWS - Rijkswaterstaat Waterdienst - Netherlands","https://www.rijkswaterstaat.nl","WERA","16.171","1","1","15","1.2","1","1","5","30","1","0","50","200","100","1","0","0",,"/home/radarcombine/EU_HFR_NODE/HFR-MATROOS/Radials_nc","0",,
"MONS","HFR-US-WestCoast","Montara Sanitary District","-122.519","37.5337","2017-01-01",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Montara Sanitary District, Montara, CA (MONT) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","12.19","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"MONT","HFR-TirLig","Monterosso al Mare","9.65333","44.1458","2016-06-22","2018-03-26","0","6103578","6103578","0-22000-0-6103578","134","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars systems operated by CNR-ISMAR in the North-Western Tyrrhenian Sea and Ligurian Sea at Monterosso al Mare (MONT) site. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","carlo.mantovani@cnr.it","2016-06-22","National Research Council - Institute of Marine Science, S.S. Lerici","http://www.ismar.cnr.it/","Codar","26.275","1","1","60","1.2","1","1","5","30","1","170","190","200","51","1","0","1","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_ruv/MONT","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-TirLig-MONT_v3","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/SDC/Radials"
"MRAG","HFR-CALYPSO","Marina di Ragusa","14.5482","36.7778","2015-12-15",NULL,"1","6103591","6103591","0-22000-0-6103591","5684","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars of the CALYPSO High Frequency Radar Network at Marina di Ragusa (MRAG) site in the Malta Channel. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","salvatore.aronica@cnr.it, fulvio.capodici@unipa.it","2025-01-23","Institute for the study of anthropic impacts and sustainability in the marine environment, Capo Granitola (CNR-IAS)","https://www.ias.cnr.it/istituto/sedi/capo-granitola/","Codar","13.5","1","1","60","1","1","1","5","30","1","0","15","200","67","0","0","0","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_ruv/MRAG","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_nc","0",,
"MRCH","HFR-US-EastGulfCoast","Moriches","-72.7453","40.7881","2007-01-10",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Moriches, NY (MRCH) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","4.48","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"MTIS","HFR-IrelandWestCoast","Mutton Island","-9.0547","53.2539","2012-03-01",NULL,"1","6204715","6204715","0-22000-0-6204715","774","The data set consists of maps of radial velocity of the sea water surface current collected at Mutton Island (MTIS) site along the Western coast of Ireland. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","michael.hartnett@nuigalway.ie",NULL,"National University of Ireland Galway","https://www.nuigalway.ie","Codar","25","1","1","60","1","1","1","5","30","1","0","360","200","91","0","0","0",,,"0",,
"MVCO","HFR-US-EastGulfCoast","Martha's Vineyard","-70.5267","41.3499","2010-07-27",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Martha's Vineyard, MA (MVCO) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","4.45","1","1","60","5","1","2","5","30","3","0","360","200","200","1","0","0",,,"0",,
"NANT","HFR-US-EastGulfCoast","Nantucket Island","-69.975","41.2506","2010-09-10",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Nantucket Island, MA (NANT) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","4.45","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"NAPL","HFR-US-EastGulfCoast","Naples","-81.8105","26.1622","2006-07-27",NULL,"1",NULL,NULL,NULL,"3838","The data set consists of maps of radial velocity of the sea water surface current collected at Naples, FL (NAPL) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of South Florida (USF)","https://www.usf.edu/","Codar","4.9","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"NAUS","HFR-US-EastGulfCoast","Nauset","-69.9472","41.8442","2007-12-06",NULL,"1",NULL,NULL,NULL,"3653","The data set consists of maps of radial velocity of the sea water surface current collected at Nauset, MA (NAUS) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Massachusetts, Dartmouth (UMassDart)","http://www.umassd.edu/","Codar","4.45","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"NEJO","HFR-Cotentin","Nez de Jobourg","-1.94399","49.6769","2018-01-01",NULL,"0","6204737","6204737","0-22000-0-6204737","2877","The data set consists of maps of radial velocity of the sea water surface current collected at Nez de Jobourg (NEJO) site along the Northern coast of France. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","ac.bennis@unicaen.fr",NULL,"University of Caen","https://www.unicaen.fr/","WERA","13.5","1","1","20","1.2","1","1","5","30","1","0","360","200","100","0","0","0",,,"0",,
"NIC1","HFR-US-WestCoast","Nicholas Canyon","-118.915","34.0423","2007-01-14",NULL,"1",NULL,NULL,NULL,"3820","The data set consists of maps of radial velocity of the sea water surface current collected at Nicholas Canyon, CA (NIC1) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of California, Santa Barbara (UCSB)","https://www.ucsb.edu/","Codar","13.44","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"NKL ","HFR-US-EastGulfCoast","North Key Largo","-80.308","25.241","2009-04-17","2010-01-27","0",NULL,NULL,NULL,"3829","The data set consists of maps of radial velocity of the sea water surface current collected at North Key Largo, FL (NKL) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Miami (UMiami)","https://welcome.miami.edu/","WERA","16.05","1","1","60","5","1","2","5","30","3","0","360","200","250","1","0","0",,,"0",,
"NPGS","HFR-US-WestCoast","Naval Postgraduate School","-121.872","36.6031","2004-11-10",NULL,"1",NULL,NULL,NULL,"3805","The data set consists of maps of radial velocity of the sea water surface current collected at Naval Postgraduate School (NPGS) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Naval Postgraduate School (NPS)","https://nps.edu/","Codar","24.5","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"NRON","HFR-Brahan","North Ronaldsey station","-2.38","59.39","2013-09-01","2014-01-09","0","6402811","6402811","0-22000-0-6402811","2135","The data set consists of maps of radial velocity of the sea water surface current collected at North Ronaldsey (NRON) site in Scottish waters, in the area around Orkney and Shetland. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","ms.reception@scotland.gsi.gov.uk",NULL,"Marine Scotland Science","https://data.marine.gov.scot/","CODAR","4.5","1","1","60","1.2","1","1","5","30","1","0","360","200","40","0","0","0",,,"0",,
"NWTP","HFR-US-EastGulfCoast","Nantucket","-70.1069","41.2419","2016-05-12",NULL,"1",NULL,NULL,NULL,"3844","The data set consists of maps of radial velocity of the sea water surface current collected at Nantucket, MA (NWTP) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Woods Hole Oceanographic Institution (WHOI)","https://www.whoi.edu/","UH LERA","16.188","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"OBSP","HFR-US-EastGulfCoast","Orange Beach State Park","-87.6685","30.2494","2008-01-11",NULL,"1",NULL,NULL,NULL,"3837","The data set consists of maps of radial velocity of the sea water surface current collected at Orange Beach State Park, AL (OBSP) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Southern Mississippi (USM)","https://www.usm.edu/","Codar","4.58","1","1","60","5","1","2","5","30","3","0","360","200","300","1","0","0",,,"0",,
"OLDB","HFR-US-EastGulfCoast","Old Bridge Waterfront Park","-74.2535","40.4621","2015-10-13",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Old Bridge Waterfront Park, NJ (OLDB) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","24.55","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"OUD","HFR-MATROOS","Ouddorp ","3.87694","51.8203","2016-05-25",NULL,"1","6204717","6204717","0-22000-0-6204717","1603","The data set consists of maps of radial velocity of the sea water surface current collected at Ouddorp (OUD) site in front of Rotterdam harbour. Data are averaged over a time interval of 15 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","internal","rinus.schroevers@rws.nl","2016-05-25","RWS - Rijkswaterstaat Waterdienst - Netherlands","https://www.rijkswaterstaat.nl","WERA","16.173","1","1","15","1.2","1","1","5","30","1","0","50","200","100","1","0","0",,"/home/radarcombine/EU_HFR_NODE/HFR-MATROOS/Radials_nc","0",,
"PAFS","HFR-US-WestCoast","Point Arena Field Station","-123.728","38.9284","2007-11-07",NULL,"1",NULL,NULL,NULL,"3645","The data set consists of maps of radial velocity of the sea water surface current collected at Point Arena Field Station (PAFS) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Bodega Marine Laboratory (BML)","https://marinescience.ucdavis.edu/bml/about","Codar","4.785","1","1","60","5","1","2","5","30","3","0","360","200","225","1","0","0",,,"0",,
"PBCN","HFR-ICATMAR","Port de Barcelona station","2.1711","41.3344","2023-12-31",NULL,"1","6103624","6103624","0-22000-0-6103624","5857","The data set consists of maps of radial velocity of the sea water surface current collected at the Port de Barcelona (PBCN) site in the Catalan coast. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 1.3 meters of the ocean.","Direction Finding","APM","info@icatmar.cat","2024-02-29","Direcció General de Política Marítima i Pesca Sostenible – Generalitat de Catalunya","https://icatmar.cat","CODAR","13.5","1","1","60","1.4","1","0.3","2.1","10","0.3","96","156","140","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_ruv/PBCN","/home/radarcombine/EU_HFR_NODE/HFR-ICATMAR/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-ICATMAR-PBCN_v3",NULL
"PBON","HFR-US-WestCoast","Point Bonita","-122.53","37.8155","2016-10-16",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Point Bonita, CA (PBON) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","24.1","1","1","60","5","1","2","5","30","3","0","360","200","150","1","0","0",,,"0",,
"PBRW","HFR-US-Alaska","Point Barrow","-156.479","71.3789","2013-07-31","2019-12-19","0",NULL,NULL,NULL,"3643","The data set consists of maps of radial velocity of the sea water surface current collected at Point Barrow (PBRW) site along the Alaskan North Slope. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Alaska Fairbanks (UAF)","https://www.uaf.edu/uaf/","Codar","4.75","1","1","60","5","1","2","5","30","3","0","360","200","350","1","0","0",,,"0",,
"PCOR","HFR-TirLig","Punta Corone","9.6593","44.1435","2018-04-04",NULL,"1","6103575","6103575","0-22000-0-6103575","134","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars systems operated by CNR-ISMAR in the North-Western Tyrrhenian Sea and Ligurian Sea at Punta Corone (PCOR) site. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","carlo.mantovani@cnr.it","2018-04-18","National Research Council - Institute of Marine Science, S.S. Lerici","http://www.ismar.cnr.it/","Codar","26.275","1","1","60","1.2","1","1","5","30","1","180","190","200","51","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_ruv/PCOR","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-TirLig-PCOR_v3","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/SDC/Radials"
"PCYC","HFR-US-EastGulfCoast","Pass Christian Yacht Club","-89.2447","30.3114","2017-09-18",NULL,"1",NULL,NULL,NULL,"3837","The data set consists of maps of radial velocity of the sea water surface current collected at Pass Christian Yacht Club, MS (PCYC) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Southern Mississippi (USM)","https://www.usm.edu/","Codar","25.6","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"PEND","HFR-WHub","Pendeen","-5.66994","50.1645","2011-02-01",NULL,"0","6204708","6204708","0-22000-0-6204708","2922","The data set consists of maps of radial velocity of the sea water surface current collected at Pendeen (PEND) site along the North Cornwall Coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","daniel.conley@plymouth.ac.uk","2011-04-01","University of Plymouth","https://www.plymouth.ac.uk","WERA","12","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","0","0","/home/radarcombine/EU_HFR_NODE/HFR-WHub/Radials_asc/PEND","/home/radarcombine/EU_HFR_NODE/HFR-WHub/Radials_nc","0",,"/home/radarcombine/EU_HFR_NODE/HFR-WHub/SDC/Radials"
"PERR","HFR-WHub","Perranporth","-5.17721","50.338","2011-04-01",NULL,"0","6204709","6204709","0-22000-0-6204709","2922","The data set consists of maps of radial velocity of the sea water surface current collected at Perranporth (PERR) site along the North Cornwall Coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","daniel.conley@plymouth.ac.uk","2011-04-01","University of Plymouth","https://www.plymouth.ac.uk","WERA","12","1","1","60","1.2","1","1","5","30","1","0","360","200","100","1","0","0","/home/radarcombine/EU_HFR_NODE/HFR-WHub/Radials_asc/PERR","/home/radarcombine/EU_HFR_NODE/HFR-WHub/Radials_nc","0",,"/home/radarcombine/EU_HFR_NODE/HFR-WHub/SDC/Radials"
"PFIN","HFR-TirLig","Portofino","9.21836","44.2987","2020-07-17",NULL,"1","6103570","6103570","0-22000-0-6103570","134","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars systems operated by CNR-ISMAR in the North-Western Tyrrhenian Sea and Ligurian Sea at Portofino (PFIN) site. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","carlo.mantovani@cnr.it","2020-07-14","National Research Council - Institute of Marine Science, S.S. Lerici","http://www.ismar.cnr.it/","Codar","13.5","1","1","60","1.2","1","1","5","30","1","155","185","200","67","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_ruv/PFIN","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/Radials_nc","1","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-TirLig-PFIN_v3","/home/radarcombine/EU_HFR_NODE/HFR-TirLig/SDC/Radials"
"PILR","HFR-US-WestCoast","Pillar Point Air Force Station","-122.499","37.4967","2017-01-01",NULL,"1",NULL,NULL,NULL,"3790","The data set consists of maps of radial velocity of the sea water surface current collected at Pillar Point Air Force Station, CA, (PILR) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Codar Ocean Sensors","http://www.codar.com/","Codar","4.55","1","1","60","5","1","2","5","30","3","0","360","200","400","1","0","0",,,"0",,
"PINS","HFR-US-EastGulfCoast","Padre Island","-97.3","27.4216","2016-12-20",NULL,"1",NULL,NULL,NULL,"3814","The data set consists of maps of radial velocity of the sea water surface current collected at Padre Island, TX (PINS) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Texas A&M University (TAMU)","https://www.tamu.edu/","Codar","4.45","1","1","60","5","1","2","5","30","3","0","360","200","600","1","0","0",,,"0",,
"PIRA","HFR-NAdr","Piran","13.566","45.53","2015-01-10",NULL,"1","6103605","6103605","0-22000-0-6103605","1755","The data set consists of maps of radial velocity of the sea water surface current collected at Piran (PIRA) site in the Gulf of Trieste (Northern Adriatic Sea). Data are averaged over a time interval of 30 minutes. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","matjaz.licer@gov.si; lursella@ogs.it","2015-01-10","Ministry of the Environment, Climate and Energy, Slovenian Environment Agency - ARSO","https://www.arso.gov.si/","WERA","24.525","1","1","30","1.2","1","1","5","30","1","0","360","30","100","1","1","1","/home/radarcombine/EU_HFR_NODE/HFR-NAdr/Radials_asc/PIRA","/home/radarcombine/EU_HFR_NODE/HFR-NAdr/Radials_nc","0","https://thredds.hfrnode.eu:8443/thredds/dodsC/EUHFR_NRTcurrent_HFR-NAdr-PIRA_v3",
"PLKA","HFR-Dardanos","Plaka","25.4471","40.0196","2009-11-01","2011-06-24","1","6103593","6103593","0-22000-0-6103593","323","The data set consists of maps of radial velocity of the sea water surface current collected at Plaka (PLKA) site at the eastern coast of Lemnos island. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Beam Forming","Full","alkiviadis.kalampokis@hcmr.gr",NULL,"University of the Aegean","https://www.aegean.gr/","WERA","13.5","1","1","20","1.2","1","1","5","30","1","0","360","200","100","0","0","0",,,"0",,
"PORT","HFR-US-EastGulfCoast","Port Monmouth","-74.0992","40.4412","2012-03-30",NULL,"1",NULL,NULL,NULL,"1435","The data set consists of maps of radial velocity of the sea water surface current collected at Port Monmouth, NJ (PORT) site along the Eastern US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Rutgers, The State University of New Jersey, Institute of Marine and Coastal Sciences","https://marine.rutgers.edu/","Codar","24.55","1","1","60","5","1","2","5","30","3","0","360","200","50","1","0","0",,,"0",,
"POZZ","HFR-CALYPSO","Pozzallo","14.8298","36.7105","2013-08-14",NULL,"1","6103592","6103592","0-22000-0-6103592","5527","The data set consists of maps of radial velocity of the sea water surface current collected by the HF radars of the CALYPSO High Frequency Radar Network at Pozzallo (POZZ) site in the Malta Channel. Data are averaged over a time interval of 1 hour around the cardinal hour. Surface ocean velocities estimated by HF Radar are representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","fulvio.capodici@unipa.it","2021-08-19","University of Palermo","https://www.unipa.it/","Codar","13.5","1","1","60","1","1","1","5","30","1","0","15","200","67","0","0","0","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_ruv/POZZ","/home/radarcombine/EU_HFR_NODE/HFR-CALYPSO/Radials_nc","0",,
"PPK","HFR-US-Hawaii","Pepe'ekeo","-155.083","19.8472","2015-05-19",NULL,"1",NULL,NULL,NULL,"3826","The data set consists of maps of radial velocity of the sea water surface current collected at Pepe'ekeo (PPK) site along the Hawaiian coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"University of Hawaii (UH)","https://www.hawaii.edu/","Codar","26.31","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"PPNS","HFR-US-WestCoast","Point Pinos, Pacific Grove","-121.935","36.6368","2010-12-07",NULL,"1",NULL,NULL,NULL,"3805","The data set consists of maps of radial velocity of the sea water surface current collected at Point Pinos, Pacific Grove, CA (PPNS) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Naval Postgraduate School (NPS)","https://nps.edu/","Codar","13.467","1","1","60","5","1","2","5","30","3","0","360","200","100","1","0","0",,,"0",,
"PREY","HFR-US-WestCoast","Point Reyes","-122.989","38.0472","2006-08-19",NULL,"1",NULL,NULL,NULL,"3645","The data set consists of maps of radial velocity of the sea water surface current collected at Point Reyes (PREY) site along the Western US coast. Data are averaged over a time interval of 1 hour around the cardinal hour. HF-RADAR measurements of ocean velocity are radial in direction relative to the radar location and representative of the upper 0.3-2.5 meters of the ocean.","Direction Finding","APM","hfrnet.administrators@sio.ucsd.edu",NULL,"Bodega Marine Laboratory (BML)","https://marinescience.ucdavis.edu/bml/about","Codar","13.412","1","1","60","5","1","2","5","30","3","0","360","200","200","1","0","0",,,"0",,
